name	common	Ren_RNASEQ
NM_001162540	Stk32c	0.1445865
NM_001033206	Pwwp2b	0.6217775
NM_001098636	Pwwp2b	1.508785
NR_027857	Nkx6-2	0.0857455
NM_183248	Nkx6-2	0.2816475
NM_001033465	6430531B16Rik	1.094461
NM_007403	Adam8	1.19542
NM_177261	Kndc1	0.9060755
NM_009482	Utf1	80.18735
NR_029589	Mir202	0
NM_010836	Msx3	0.02418535
NM_027201	Zfp511	6.3728
NM_026928	1810014F10Rik	4.458975
NM_053119	Echs1	18.7519
NM_009475	Prap1	0.0444629
NM_153783	Paox	3.583595
NM_026769	Caly	0.238539
NM_172909	Cd163l1	0
NM_146518	Olfr523	0
NM_146952	Olfr522	0
NM_183147	Sprn	0.05347515
NM_001011814	Olfr524	0
NM_146956	Olfr525	0
NM_146955	Olfr60	0
NM_001011776	Olfr527	0
NM_146520	Olfr536	0.0071607
NM_146960	Olfr53	0
NM_146934	Olfr46	0
NM_146964	Olfr61	0
NM_001011867	Olfr538	0
NM_001143765	Syce1	0.9303905
NM_146962	Olfr541	0
NM_146963	Olfr45	0
NM_021282	Cyp2e1	0.00361204
NM_146961	Olfr539	0
NM_018742	Bet1l	4.18154
NM_029821	1190003J15Rik	3.211335
NM_022433	Sirt3	1.72896
NM_007751	Cox8b	0.083989
NM_053194	Ric8	4.695875
NM_027019	Odf3	0
NM_011875	Psmd13	30.35375
NM_001099742	Scgb1c1	0
NM_001127351	Sirt3	1.961005
NR_015583	BC024386	0.0171563
NM_001001180	BC066028	2.90656
NM_025378	Ifitm3	109.9865
NM_026820	Ifitm1	14.3184
NM_001112715	Ifitm1	69.57835
NM_030694	Ifitm2	118.1245
NM_053088	Ifitm5	0.9530825
NM_145387	Athl1	2.659685
NM_001033632	Ifitm6	0.05112
NM_145135	Rnh1	2.73308
NM_019762	Pkp3	3.749235
NM_023059	Sigirr	2.452555
NM_001172101	Rnh1	1.21027
NM_013782	Ptdss2	9.381525
NM_001172100	Rnh1	6.742295
NM_001162924	Pkp3	0
NM_177897	B4galnt4	4.72874
NM_178381	Ano9	3.134225
NM_025886	Rassf7	7.144195
NM_008284	Hras1	0
NM_153777	Lrrc56	0.532557
NM_001081118	Phrf1	12.71675
NM_001172065	Lrrc56	0.40604
NM_028069	Cdhr5	0.01422675
NM_001172064	Lrrc56	0
NM_011328	Sct	1.419565
NM_001114322	Cdhr5	0.02103915
NM_016850	Irf7	0.1573155
NM_001130444	Hras1	2.03196
NM_007878	Drd4	0.0870417
NM_028050	1600016N20Rik	1.813295
NR_029793	Mir210	0.277163
NM_001130443	Hras1	5.01991
NM_011528	Taldo1	42.29125
NM_026646	Slc25a22	3.38973
NM_022654	Lrdd	5.114375
NM_001101644	Gm4535	3.04049
NM_133191	Eps8l2	8.6908
NM_027797	Tmem80	0
NM_001141950	Tmem80	0
NM_021316	Cend1	0.519511
NM_172116	Pddc1	9.115435
NR_024509	Tmem80	1.067245
NM_025802	Pnpla2	0
NM_001163689	Pnpla2	5.670225
NM_001142681	Chid1	1.99323
NM_053082	Tspan4	7.100965
NM_009842	Cd151	11.55409
NM_001111049	Cd151	12.3229
NM_001111050	Cd151	2.08079
NR_028142	Pnpla2	0.62756
NM_001025103	Efcab4a	1.20798
NM_025593	Polr2l	5.38081
NM_026522	Chid1	0
NM_181729	Muc6	0.4994775
NM_010844	Muc5ac	0.001788095
NM_023764	Tollip	11.6726
NM_028308	2700078K21Rik	4.12636
NM_008748	Dusp8	0.523992
NM_027844	Krtap5-2	0
NM_023860	Krtap5-3	0
NM_001037822	Krtap5-5	0.03762365
NM_015808	Krtap5-1	0
NM_015809	Krtap5-4	0
NM_001136071	Lsp1	0
NM_018802	Syt8	0.0607735
NM_009405	Tnni2	0.7643145
NM_019391	Lsp1	1.0523775
NM_009983	Ctsd	73.293
NM_011288	Mrpl23	14.848
NM_001163665	Tnnt3	0
NM_001163670	Tnnt3	0.1667695
NR_001592	H19	103.6505
NM_001163666	Tnnt3	0.1449045
NR_002452	Nctc1	0.10421165
NM_001122737	Igf2	33.5548
NM_001122736	Igf2	7.934095
NM_010514	Igf2	36.06455
NM_008387	Ins2	0
NR_002855	Igf2as	0.775632
NM_001128082	Tspan32	0.091576
NM_020286	Tspan32	0
NM_001128080	Tspan32	0.0772335
NM_008554	Ascl2	0.5753535
NM_009377	Th	0
NM_001128081	Tspan32	0
NM_020285	Tssc4	4.533605
NM_020277	Trpm5	0
NM_133655	Cd81	102.769
NM_138631	Tssc4	0.5175
NM_001115085	Tssc4	0
NR_015529	R74862	1.0323835
NM_001161624	Cdkn1c	2.85506
NM_009876	Cdkn1c	3.57322
NM_008767	Slc22a18	0
NM_009434	Phlda2	12.56135
NM_001042760	Slc22a18	1.12607
NM_013742	Cars	20.23755
NM_175649	Tnfrsf26	0.03906205
NM_023680	Tnfrsf22	1.309575
NM_175534	Mrgpre	0.09054745
NM_203492	Mrgprg	0
NM_024289	Osbpl5	1.696335
NM_007856	Dhcr7	20.4168
NM_010175	Fadd	1.0049445
NM_001033319	Ppfia1	9.54188
NM_008007	Fgf3	0.192415
NM_028184	Oraov1	2.52683
NM_007631	Ccnd1	10.58515
NM_008003	Fgf15	0.833468
NM_010202	Fgf4	23.48205
NM_145379	Mrgprf	0.04277155
NM_146206	Tpcn2	1.837885
NM_203490	Mrgprd	0.02843495
NM_013494	Cpe	6.1262
NM_053171	Csmd1	0.007946205
NM_177086	Zmat4	0.302331
NM_007665	Cdh3	12.97785
NM_016925	Fanca	4.67644
NM_010687	Large	4.65371
NM_019573	Wwox	1.86355
NM_001037809	Cdh3	0.7627715
NM_009025	Rasa3	2.197495
NM_172910	Dlgap2	0.04546695
NM_024279	1700094C09Rik	0.0363416
NM_001081397	Myo16	0.004842425
NM_173446	Fam155a	0.0233455
NM_001145965	Dlgap2	0
NM_024248	Cars2	2.442285
NM_026792	Agpat5	7.730015
NM_001110783	Ank1	0
NM_029674	Got1l1	10.1618
NM_145841	Sgcz	0
NM_001081279	Mfhas1	1.29905
NM_001081286	Fat1	38.6711
NM_207213	Snx25	1.61379
NM_175032	Galntl6	0
NM_027626	Psd3	0
NM_001166372	March1	0
NM_177698	Psd3	0.161236
NM_016708	Npy5r	0
NM_133358	Zfp617	2.32173
NM_175188	March1	0.00629975
NM_020028	Lpar2	2.987285
NM_030263	Psd3	0.06717485
NM_183096	Ttc29	0.01129275
NM_001083906	Nr3c2	0.15372
NM_173369	Cyld	0.570874
NM_007578	Cacna1a	2.69412
NM_001128171	Cyld	1.1218735
NM_001128170	Cyld	0
NM_001128169	Cyld	0.66861
NM_010308	Gnao1	0.3816355
NM_018882	Gpr56	2.208695
NM_001113384	Gnao1	0.692702
NM_173014	Lpcat2	0.5644815
NM_007667	Cdh8	0.01930835
NM_001039154	Cdh8	0
NM_175160	Zdhhc1	1.175455
NM_001013380	Dync1li2	6.93889
NM_198625	Mtss1l	2.14859
NM_130457	Cntnap4	0
NM_011801	Cfdp1	67.52115
NM_028018	2400003C14Rik	20.94515
NM_029686	Pkd1l2	0.09784045
NM_001163761	6430548M08Rik	0.0127555
NM_172286	6430548M08Rik	0
NM_019707	Cdh13	0.49573
NM_001163760	6430548M08Rik	0.0287052
NM_033620	Pard3	4.347215
NM_001159907	Tarbp1	2.9875
NM_015801	Pnpla6	4.3069
NM_010568	Insr	4.87316
NM_133962	Arhgef18	10.8783
NM_001122818	Pnpla6	0.906285
NM_010111	Efnb2	6.763385
NM_009931	Col4a1	9.760015
NM_009932	Col4a2	8.465375
NM_024271	1700016D06Rik	0.206042
NM_017402	Arhgef7	5.90485
NM_001113518	Arhgef7	0
NM_001113517	Arhgef7	0.9855335
NM_009361	Tfdp1	28.30915
NM_001159485	Mcf2l	0
NM_146207	Cul4a	12.57365
NM_001159486	Mcf2l	0
NM_178076	Mcf2l	1.897635
NM_015804	Atp11a	7.55593
NM_172750	Adprhl1	0.0405215
NM_027276	Cdc16	18.08345
NM_172751	Arhgef10	1.3153085
NM_008664	Myom2	0.04080105
NM_001037736	Arhgef10	1.478765
NM_173189	Mcph1	6.75036
NM_011394	Slc20a2	10.34365
NM_177898	Nek5	0.1934905
NM_001081149	Myst3	8.875625
NM_199257	Tpte	0.0467035
NM_031158	Ank1	0.04622135
NM_009619	Adam3	0
NM_007404	Adam9	10.8623
NM_153397	Adam32	0.07128385
NM_008432	Kcnu1	0.0815314
NM_207659	Hook3	6.59732
NM_001001735	Whsc1l1	4.355745
NM_026256	Poteg	0
NM_027618	Poteg	0
NM_153135	Unc5d	0.01261255
NM_011721	Wrn	4.96774
NM_001122822	Wrn	1.13261
NM_019733	Rbpms	9.90253
NM_001167922	Gtf2e2	0
NM_001042675	Rbpms	13.582
NM_001167921	Gtf2e2	8.41675
NM_001042674	Rbpms	28.82635
NM_178648	Ubxn8	2.744035
NM_026584	Gtf2e2	19.7943
NM_175091	Tnks	14.9941
NM_178735	A730069N07Rik	0
NM_030254	Tusc3	6.61104
NM_001040699	Mtmr7	11.9038
NM_030110	Efha2	2.29923
NM_178395	Zdhhc2	5.463095
NM_023662	Pcm1	17.62005
NM_001005863	Mtus1	2.117185
NM_026840	Pdgfrl	1.805775
NM_133969	Cyp4v3	0.188038
NM_172752	Sorbs2	0.184888
NM_001033148	1700029J07Rik	1.083033
NM_009810	Casp3	23.20315
NM_007981	Acsl1	4.284435
NM_008391	Irf2	2.33645
NM_177304	Enpp6	0.00902315
NM_133791	Wwc2	14.76875
NM_001114311	Stox2	0.26745
NM_023503	Ing2	3.48613
NM_203507	Rwdd4a	6.9883
NM_175162	Stox2	0.672846
NM_011857	Odz3	0
NM_001145937	Odz3	3.54759
NM_009506	Vegfc	0.229575
NM_153581	Gpm6a	0.161105
NM_080438	Glra3	0
NM_001167981	Galnt7	4.357255
NM_144731	Galnt7	2.01617
NM_175089	Nek1	6.215865
NM_021506	Sh3rf1	5.193965
NM_173874	Clcn3	6.0384
NM_007711	Clcn3	2.19294
NM_173873	Clcn3	1.700045
NM_001081390	Palld	5.95249
NM_001081215	Ddx60	0.181623
NM_023689	Spock3	0.00889545
NM_009390	Tll1	0.1123745
NM_178633	Klhl2	6.6999
NR_033217	BC030870	0.0392864
NM_001166375	March1	0.03094435
NM_172753	Csgalnact1	0.0288178
NM_153054	Slc18a1	0.130535
NM_001122829	Upf1	4.41608
NM_001113345	Gatad2a	0
NM_001113346	Gatad2a	15.4068
NM_201607	Pde4c	0.2653725
NM_177900	Hapln4	0.6325355
NM_145596	Gatad2a	10.74825
NM_133972	Armc6	1.18734
NM_030680	Upf1	9.064975
NM_026636	5430437P03Rik	13.8037
NM_001163042	Haus8	0
NM_001029873	Unc13a	0.5501155
NM_029621	Haus8	4.269165
NM_144534	Tmem38a	3.429315
NM_176940	Nwd1	0
NM_028170	1700030K09Rik	1.761185
NM_027944	1700007B14Rik	0
NM_001164235	1700007B14Rik	0
NR_028579	Gm10649	0
NM_010332	Ednra	0.094985
NM_001081240	Prmt10	5.42961
NM_030113	Arhgap10	6.046965
NM_029736	Slc10a7	3.64811
NM_178267	Zfp827	0.8856695
NM_001081164	Otud4	28.05925
NM_020259	Hhip	0.0341352
NM_008539	Smad1	5.37545
NM_021356	Gab1	36.87905
NM_053124	Smarca5	12.6629
NM_001024617	Inpp4b	0
NM_178736	Elmod2	1.430735
NM_027758	Tbc1d9	0
NM_001111304	Tbc1d9	2.33018
NM_001170691	Elmod2	1.840035
NM_177378	Rnf150	0.1009001
NM_008854	Prkaca	14.009
NM_027179	Tecr	33.3128
NM_134118	Tecr	12.9916
NM_197982	Ddx39	27.85985
NR_033144	4921524J17Rik	0
NM_025722	4921524J17Rik	7.72026
NM_001081981	Nfix	0.092245
NM_010906	Nfix	0.06056745
NM_001081982	Nfix	0
NM_001037922	Gm6531	1.99719
NM_022997	Vps35	35.4259
NM_028007	Itfg1	8.49791
NM_001081324	Neto2	0.4442115
NM_199446	Phkb	4.95808
NM_009172	Siah1a	4.298975
NM_030563	N4bp1	20.65905
NM_027280	Nkd1	0.460983
NM_001109756	Adcy7	0.5679095
NM_007406	Adcy7	0
NM_001163660	Nkd1	0
NM_033327	Zfp423	2.56056
NM_001037724	Adcy7	0
NM_001037723	Adcy7	0
NM_172913	Tox3	1.54585
NM_177224	Chd9	8.542805
NM_011936	Fto	15.0934
NM_001013764	Gm4976	0
NM_019415	Slc12a3	0
NM_028221	Fam192a	14.6778
NM_026116	Bbs2	2.28459
NM_009090	Polr2c	10.6513
NM_010631	Kifc3	1.452485
NM_001145831	Kifc3	1.329495
NM_178078	Cnot1	13.4884
NM_153164	Cnot1	39.96435
NM_009866	Cdh11	0.463435
NM_001161457	Cbfb	0
NM_001081332	Slc9a5	2.97546
NM_001079865	2310038E17Rik	0.0318946
NM_001161458	Cbfb	15.23015
NM_022309	Cbfb	1.50214
NM_001159415	Gm4738	0
NM_144511	Gm4738	0
NM_001161456	Cbfb	3.03429
NM_021491	Smpd3	0.2732675
NM_001081241	Fam65a	7.784715
NM_027469	Gfod2	1.63582
NM_176838	Esrp2	2.85404
NM_026532	Nutf2	11.9761
NM_011574	Cirh1a	27.59805
NM_025558	Cyb5b	25.71225
NM_009864	Cdh1	96.5618
NM_025830	Wwp2	4.931375
NM_018823	Nfat5	6.70595
NM_139229	Cog8	4.92812
NM_133957	Nfat5	2.17989
NM_173037	Tmco7	3.296585
NM_007496	Zfhx3	4.06455
NM_009677	Ap1g1	16.9563
NM_001122594	Phlpp2	2.18802
NM_172916	Hydin	0.0380535
NM_009149	Glg1	20.0984
NM_178086	Fa2h	0.12662225
NM_007916	Ddx19a	11.78805
NM_133973	Cog4	8.977235
NM_176923	Wdr59	0
NM_198308	4930402E16Rik	4.36665
NM_001170742	Wdr59	1.0386385
NM_001170743	Wdr59	2.751415
NM_019950	Chst5	0.36902
NM_172466	Adamts18	0.01708915
NM_173016	Vat1l	0.1257145
NM_029441	Cdyl2	5.435235
NM_172285	Plcg2	8.63575
NM_026758	Mphosph6	17.7233
NM_028941	4933407C03Rik	5.504795
NM_028725	Sdr42e1	0.0615279
NM_001163262	4933407C03Rik	16.5148
NM_030209	Crispld2	0.2893215
NM_025734	Kcng4	0.0152769
NM_028883	4632415K11Rik	3.58226
NM_001145897	Gse1	1.292615
NM_198671	Gse1	3.32379
NM_001145896	Gse1	1.22677
NM_080855	Zcchc14	6.55501
NM_020605	Jph3	0.5075485
NM_016812	Banp	0
NM_001110100	Banp	3.883995
NM_144932	Acsf3	2.71869
NM_009824	Cbfa2t3	0
NM_001037298	Fam38a	14.1571
NM_177289	Cbfa2t3	0.04997375
NM_001081379	Ankrd11	23.8713
NM_001109873	Cbfa2t3	0
NM_001029993	Zc3h18	7.755965
NM_001029994	Zc3h18	4.05185
NM_019552	Abcb10	5.770925
NM_009003	Rab4a	7.787195
NM_023709	Capn9	0.00652975
NM_001081120	Fam89a	2.90583
NM_174854	Disc1	0
NM_174853	Disc1	0.07361455
NM_010322	Gnpat	20.15255
NM_175434	Slc35f3	0.06573895
NM_175561	Pcnxl2	0.10018725
NM_145608	BC021891	0.08757365
NM_001013580	Pard3	2.23613
NM_001122850	Pard3	0.694134
NM_001013581	Pard3	0.5559855
NM_008737	Nrp1	0.1244945
NM_029292	1700008F21Rik	0.09531765
NM_001168369	1700008F21Rik	0
NM_001033378	A430078G23Rik	0
NM_053177	Mcoln1	7.437805
NM_080461	Zfp358	4.410145
NM_026951	Pex11c	1.13854
NM_029598	1700019B03Rik	0.07209405
NM_026985	1810033B17Rik	0.073293
NM_027171	2310057J16Rik	6.4712
NM_011503	Stxbp2	12.1164
NM_026156	Xab2	16.21275
NM_008790	Pcp2	0.1217085
NM_001129803	Pcp2	0
NM_022984	Retn	0.232557
NM_001163749	2310057J16Rik	6.00125
NM_001129804	Pcp2	0.3508155
NM_001024728	C330021F23Rik	7.36271
NM_025701	Trappc5	5.934745
NM_013517	Fcer2a	0.157207
NM_029465	Clec4g	0.0224116
NM_133238	Cd209a	0.0186361
NM_130904	Cd209d	0
NR_024198	Rprl3	0.5030665
NM_130905	Cd209e	0.0484471
NM_026972	Cd209b	0
NM_001037800	Cd209b	0
NM_130903	Cd209c	0
NM_001039578	Evi5l	0.871343
NM_026956	Cd209f	0
NM_207203	BC068157	2.23983
NM_028175	Lrrc8e	0.4098645
NM_001042557	Map2k7	0
NM_011592	Timm44	14.80975
NM_133968	Snapc2	6.982325
NM_010485	Elavl1	16.47525
NM_001164172	Map2k7	1.25196
NM_011944	Map2k7	8.310365
NM_183315	Ctxn1	6.482915
NM_009138	Ccl25	1.94941
NM_026058	Lass4	6.547735
NM_145591	BC003267	3.563645
NM_011369	Shcbp1	12.9862
NM_011388	Slc10a2	0
NM_176849	Arglu1	31.4595
NM_033622	Tnfsf13b	0
NM_176953	Lig4	2.554825
NM_001081119	Abhd13	5.89979
NM_001081212	Irs2	14.66285
NR_030715	3930402G23Rik	0.162388
NM_011227	Rab20	0.4065805
NM_026995	Carkd	5.75304
NM_001167967	Ankrd10	0.4925035
NM_133971	Ankrd10	0.870735
NR_030781	Ankrd10	3.85032
NM_011919	Ing1	7.658755
NR_030780	Ankrd10	7.42204
NR_030779	Ankrd10	5.36914
NR_028307	Gm6524	2.30718
NM_029326	1700018L24Rik	0
NM_009233	Sox1	0.234594
NR_027975	Gm5607	0.00545915
NM_198031	Tubgcp3	6.846865
NM_007972	F10	0
NM_178708	Pcid2	9.39285
NM_025834	Proz	0.2146785
NM_010172	F7	0
NM_025768	Grtp1	6.80166
NM_010684	Lamp1	59.89685
NM_001042651	Dcun1d2	0.52559
NM_001042650	Dcun1d2	0.42962
NM_001042649	Dcun1d2	1.699985
NM_172282	Tmco3	1.379385
NM_001024504	Dcun1d2	0.53437495
NM_001143672	Fam70b	0.0238825
NM_011881	Grk1	0.011549305
NM_001143671	Fam70b	0
NM_019521	Gas6	4.382135
NM_009724	Atp4b	0.02297505
NM_025601	1700029H14Rik	0.04408175
NM_001080781	1700029H14Rik	0
NM_001101519	4932443I19Rik	0
NM_025556	2410022L05Rik	9.483185
NM_153093	AF366264	0.03109965
NM_025924	Upf3a	7.302275
NM_181854	Zfp828	10.1112
NM_173744	2610019F03Rik	5.192985
NM_025785	Fbxo25	5.02708
NM_001034862	Erich1	4.76748
NM_012000	Cln8	3.645385
NM_001007591	BB014433	0
NM_029116	Kbtbd11	0.01668405
NM_007426	Angpt2	0
NM_001113350	Xkr5	0.3267795
NM_176951	Xkr5	0.545178
NM_183039	Defb40	0
NM_181683	Defb37	0
NM_183038	Defb39	0
NM_152802	Defb12	0
NM_183026	Defb14	0
NM_054074	Defb6	0
NM_153115	Spag11a	0
NM_001039563	Spag11b	0
NM_139220	Defb7	0
NM_153108	Defb8	0
NR_030708	6820431F20Rik	11.37315
NR_028428	2610005L07Rik	1.311875
NM_001025353	Gm6040	0
NM_001012640	AY761185	0
NM_001012307	Defa23	0
NM_007848	Defa-rs7	0
NM_007849	Defa25	0
NM_183253	Defa21	0
NM_207658	Defa22	0
NM_007851	Defa5	0
NM_007850	Defa3	0
NM_001170955	Gm15299	0
NM_007844	Defa-rs1	0
NM_183268	Defa20	0
NM_010039	Defa4	0
NM_001167790	Defa17	0
NM_001079933	Defa26	0
NR_003146	Defa-ps1	0
NM_007852	Defa6	0
NM_007843	Defb1	0
NM_001007582	AY761184	0
NM_010030	Defb2	0
NM_139225	Defb10	0
NM_139223	Defb13	0
NM_139219	Defb9	0
NM_139221	Defb11	0
NM_139222	Defb15	0
NM_001081662	C86695	0.0161568
NM_007511	Atp7b	0.619972
NM_026459	Ccdc70	0
NM_183142	Alg11	7.31432
NM_001162947	Nek3	2.076115
NM_027338	Vps36	21.04035
NM_011848	Nek3	0.547365
NM_001004140	Ckap2	35.1764
NM_019576	Thsd1	0.2402185
NM_020560	Mrps31	10.69425
NM_001012667	AI316807	0
NM_001146117	AI316807	3.18724
NM_181325	Slc25a15	5.427435
NM_011696	Vdac3	16.04495
NM_011130	Polb	11.39055
NM_010546	Ikbkb	1.536395
NM_145592	Dkk4	0.1119657
NM_001159774	Ikbkb	1.56467
NR_027886	A930013F10Rik	2.159605
NM_029505	Ap3m2	1.235215
NM_008872	Plat	0.534612
NM_001122820	Ap3m2	0
NM_018743	Agpat6	7.66784
NM_020585	Golga7	1.564085
NM_024240	Gins4	18.1724
NM_029002	Nkx6-3	0.167123
NM_001042484	Golga7	10.9937
NM_013834	Sfrp1	7.519095
NM_026931	1810011O10Rik	1.0713295
NM_145949	Ido2	0.5437925
NM_008324	Ido1	0.11035325
NM_010084	Adam18	0.0117186
NM_007401	Adam5	0.0307416
NM_001081187	Htra4	0.01397885
NM_031257	Plekha2	9.32688
NM_027194	Tm2d2	3.70285
NM_177089	Tacc1	3.594285
NM_199323	Tacc1	2.066585
NM_010206	Fgfr1	5.14965
NM_173012	Letm2	1.90941
NM_001079909	Fgfr1	5.74072
NM_001079908	Fgfr1	6.10865
NM_001081269	Whsc1l1	3.101425
NM_028000	Ppapdc1b	4.948785
NM_028102	Ddhd2	5.33762
NM_026032	Lsm1	4.25496
NM_011485	Star	1.787465
NM_001080793	Ash2l	42.4374
NM_026121	Bag4	13.30015
NM_011791	Ash2l	7.63398
NM_029037	4930444A02Rik	2.96518
NM_008033	Fnta	27.0199
NM_029884	Hgsnat	7.28183
NM_029965	Rnf170	3.41976
NM_199042	Thap1	2.694945
NM_054057	Prosc	7.23014
NM_001110508	Zfp703	0.5803
NM_001101502	Zfp703	0.390687
NM_001039078	Prosc	2.03926
NM_001039077	Prosc	1.884465
NM_153592	Erlin2	10.948
NM_025686	Brf2	4.491855
NM_054044	Gpr124	0.9396725
NM_001080813	Rab11fip1	12.40495
NM_013462	Adrb3	4.648015
NM_007918	Eif4ebp1	49.4914
NR_003107	Gm9731	0.303075
NM_001013609	Tex24	0
NM_021369	Chrna6	0
NM_027454	Chrnb3	0
NM_173212	Chrnb3	0
NM_175136	Rnf122	1.972465
NM_025869	Dusp26	0.467571
NM_144927	BC019943	4.979345
NM_001112729	BC019943	0.5584675
NM_026453	Mak16	31.57755
NM_134161	Fut10	1.145495
NM_001012517	Fut10	1.24719
NM_178591	Nrg1	0.5714985
NM_001098233	Purg	3.55607
NM_152821	Purg	2.41432
NM_031374	Tex15	5.679625
NM_017374	Ppp2cb	38.2558
NM_010344	Gsr	28.8279
NM_026432	Tmem66	12.2369
NM_026609	Leprotl1	5.399105
NM_011722	Dctn6	13.1304
NM_001126314	Mboat4	0.01503855
NM_176933	Dusp4	6.512825
NM_026067	Eri1	9.66171
NM_177741	Ppp1r3b	1.22335
NM_027998	Cldn23	0.283168
NM_172911	D8Ertd82e	5.66928
NM_001081150	Lonrf1	4.904535
NM_176952	6430573F11Rik	0.456534
NM_015802	Dlc1	12.6262
NM_001039220	AI429214	0.0297107
NM_001113326	Msr1	0
NM_031195	Msr1	0
NM_030610	Fgf20	0
NM_033560	Vps37a	8.55074
NM_011135	Cnot7	20.2175
NM_010086	Adam24	0
NM_011781	Adam25	0
NM_001025380	Adam39	0
NM_001009548	4930529F22Rik	0
NM_001044740	Slc7a2	0.138401
NM_007514	Slc7a2	0.3599375
NR_015457	B430010I23Rik	0.2294525
NM_001005864	Mtus1	0
NM_001005865	Mtus1	0.481828
NM_145594	Fgl1	0.2893205
NM_019734	Asah1	45.74005
NM_013522	Frg1	26.20675
NM_177742	Triml1	6.675225
NM_001160412	Triml2	10.30315
NM_009556	Zfp42	12.07005
NM_001009547	Adam26b	0
NM_010085	Adam26a	0
NM_001079931	Gm5347	0.0053803
NM_145745	Adam34	0
NM_001025240	Gm5346	0
NM_008639	Mtnr1a	0
NM_028066	F11	0
NM_008455	Klkb1	0.0112377
NM_153535	Fam149a	0.2829095
NM_126166	Tlr3	0.1918975
NM_016798	Pdlim3	5.421405
NM_001033246	Ccdc110	0
NM_138668	Ufsp2	11.1862
NM_026278	Lrp2bp	0.0736071
NM_001039562	Ankrd37	1.287525
NM_025747	4933411K20Rik	4.50854
NM_007450	Slc25a4	67.0292
NM_173789	Helt	0.0180522
NM_027973	Mlf1ip	5.98338
NM_001001184	Ccdc111	7.13416
NM_177240	D030016E14Rik	9.194725
NM_172407	Cdkn2aip	3.32395
NM_029383	Cldn22	0.1168505
NM_001111318	Cldn24	0.0874899
NM_001161516	Dctd	9.090555
NM_178788	Dctd	0
NR_027759	Dctd	2.05835
NM_001161515	Dctd	2.984175
NM_001005847	Aga	4.671155
NM_146208	Neil3	2.3583
NM_133711	Spata4	0
NM_029569	Asb5	0
NM_029701	Spcs3	19.08825
NM_028220	Wdr17	0
NM_001172152	Wdr17	0.1339905
NM_175939	Adam29	0
NM_008278	Hpgd	0.5250995
NM_015791	Fbxo8	2.382345
NM_001009951	BC088983	8.94634
NM_010402	Hand2	0.0545645
NM_009136	Scrg1	0
NM_008252	Hmgb2	11.7826
NM_021788	Sap30	16.9757
NM_173411	BC030500	0.0362719
NM_011834	Aadat	0.13543355
NM_027756	Mfap3l	3.25821
NM_028299	2700029M09Rik	22.0663
NM_173876	Clcn3	7.457965
NM_145595	Cbr4	11.50865
NM_011922	Anxa10	0
NM_025436	Sc4mol	42.73295
NM_001163747	Tmem192	1.758255
NM_028427	Tmem192	8.903005
NM_153097	Trim60	0.0884626
NM_001033429	Trim75	0.0110447
NM_153110	Trim61	0.218182
NM_028927	Tktl2	0.202982
NM_025465	1810029B16Rik	11.6331
NM_010934	Npy1r	0.010139
NM_001163564	Naf1	11.90705
NM_008674	Nat3	0
NM_008673	Nat1	0.14294625
NM_001168577	Nat2	0.5422
NM_010874	Nat2	0
NM_028182	Sh2d4a	0.3492785
NM_008509	Lpl	0.925417
NM_027590	Ints10	12.80425
NM_007509	Atp6v1b2	22.47215
NM_199364	Lzts1	0.34765
NM_172491	D130040H23Rik	1.34588
NM_001013379	D10627	4.822535
NM_172754	Zfp868	1.965365
NM_001045553	Zfp868	1.8592
NM_198101	Gmip	1.094775
NM_181274	Zfp869	2.91722
NM_133224	Atp13a1	8.58627
NM_001039967	Zfp869	4.139885
NM_177899	Zfp866	5.709995
NM_001039965	Zfp869	0
NM_023312	Ndufa13	15.37235
NM_032004	Tssk6	0.2580064
NM_026818	Cilp2	0.398609
NM_001024954	Pbx4	3.375315
NM_181540	Tm6sf2	0.15802515
NM_027481	Sugp1	8.087405
NM_028993	9130404D08Rik	3.84085
NM_001167939	9130404D08Rik	2.95759
NM_001045484	Mef2b	1.42843
NM_001145552	2310045N01Rik	6.05086
NM_001025586	Nr2c2ap	5.44535
NM_001007570	Slc25a42	1.459495
NM_011266	Rfxank	0.7013
NM_007789	Ncan	0.434289
NM_145597	Tmem161a	4.532015
NM_001025589	Rfxank	0.85594
NM_001025587	Nr2c2ap	4.858085
NM_008107	Gdf1	0.406058
NM_001168290	Sugp2	3.272335
NM_021538	Cope	20.00725
NM_011984	Homer3	2.946385
NM_138647	Lass1	0.745915
NM_001146153	Homer3	2.885695
NM_172755	Sugp2	3.34086
NM_001024922	Ddx49	7.135855
NM_016685	Comp	0.2919995
NM_178771	Klhl26	3.252795
NM_001122830	Klhl26	5.282205
NM_001004062	Crtc1	0.8417855
NM_018827	Crlf1	1.041205
NM_010223	Fkbp8	15.6475
NM_025577	2810428I15Rik	7.593675
NM_182991	Tmem59l	0.9327225
NM_023627	Isyna1	17.24505
NM_001111066	Fkbp8	0
NM_007924	Ell	3.527195
NM_029366	2810422J05Rik	15.6234
NM_133772	Ssbp4	8.072025
NM_010592	Jund	9.387035
NM_011819	Gdf15	0.429106
NM_153074	Lrrc25	0.021725
NM_023217	Pgpep1	6.257715
NM_015816	Lsm4	35.7188
NM_008353	Il12rb1	0.322935
NM_183170	Mpv17l2	4.84213
NM_027560	Arrdc2	1.6391
NM_023065	Ifi30	35.26235
NM_026964	Ccdc124	27.8297
